u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,org_geom,lanes,junction,bridge,access,service,geometry
29009836,419882567,0,35921022,,Crisp Road,residential,,False,71.031,"LINESTRING (-0.9113661 51.5410625, -0.9107396 51.541097, -0.9103415 51.5411003)",,,,,,"[(-0.9113661, 51.5410625), (-0.9107396, 51.541097), (-0.9103415, 51.5411003)]"
29009836,420581207,0,398407202,,Hop Gardens,residential,,False,45.758,"LINESTRING (-0.9113661 51.5410625, -0.9112971 51.5407981, -0.9112218 51.5406623)",,,,,,"[(-0.9113661, 51.5410625), (-0.9112971, 51.5407981), (-0.9112218, 51.5406623)]"
29009841,29009842,0,186924326,,Luker Avenue,residential,,False,36.341,"LINESTRING (-0.9086955 51.5412865, -0.9083514 51.5410395)",,,,,,"[(-0.9086955, 51.5412865), (-0.9083514, 51.5410395)]"
29009841,4011679820,0,186924447,,Luker Avenue,residential,,False,24.831,"LINESTRING (-0.9086955 51.5412865, -0.9089266 51.5414574)",,,,,,"[(-0.9086955, 51.5412865), (-0.9089266, 51.5414574)]"
29009841,419882567,0,35921022,,Crisp Road,residential,,False,116.336,"LINESTRING (-0.9086955 51.5412865, -0.9092165 51.5411889, -0.9099465 51.5411027, -0.9103415 51.5411003)",,,,,,"[(-0.9086955, 51.5412865), (-0.9092165, 51.5411889), (-0.9099465, 51.5411027), (-0.9103415, 51.5411003)]"
29009842,420581171,0,35877745,,Mount View,residential,,False,41.631,"LINESTRING (-0.9083514 51.5410395, -0.9083275 51.5406654)",,,,,,"[(-0.9083514, 51.5410395), (-0.9083275, 51.5406654)]"
29009842,29009841,0,186924326,,Luker Avenue,residential,,False,36.341,"LINESTRING (-0.9083514 51.5410395, -0.9086955 51.5412865)",,,,,,"[(-0.9083514, 51.5410395), (-0.9086955, 51.5412865)]"
29009842,419321903,0,4586362,,Badgemore Lane,residential,,False,173.36399999999998,"LINESTRING (-0.9083514 51.5410395, -0.9076474 51.5411544, -0.906906 51.5412521, -0.9062622 51.5413728, -0.9059735 51.5414944)",,,,,,"[(-0.9083514, 51.5410395), (-0.9076474, 51.5411544), (-0.906906, 51.5412521), (-0.9062622, 51.5413728), (-0.9059735, 51.5414944)]"
29009852,772998822,0,4586364,A4155,Northfield End,primary,30 mph,False,30.918,"LINESTRING (-0.9048584 51.5411148, -0.9048579 51.541174, -0.9050415000000001 51.5413607)",,,,,,"[(-0.9048584, 51.5411148), (-0.9048579, 51.541174), (-0.9050415, 51.5413607)]"
29009852,772998840,0,4586365,A4155,Bell Street,primary,30 mph,True,11.514999999999999,"LINESTRING (-0.9048584 51.5411148, -0.9048325 51.5411166, -0.9048072 51.5411128, -0.9047784 51.541099, -0.904766 51.5410848, -0.9047622 51.5410688, -0.9047674 51.5410529)",,roundabout,,,,"[(-0.9048584, 51.5411148), (-0.9048325, 51.5411166), (-0.9048072, 51.5411128), (-0.9047784, 51.541099), (-0.904766, 51.5410848), (-0.9047622, 51.5410688), (-0.9047674, 51.5410529)]"
29729706,1244413917,0,186922623,,Gravel Hill,tertiary,30 mph,False,22.195,"LINESTRING (-0.9111748 51.5372205, -0.910856 51.5371977)",,,,,,"[(-0.9111748, 51.5372205), (-0.910856, 51.5371977)]"
29729706,292014827,0,4679782,,Deanfield Avenue,residential,,False,73.786,"LINESTRING (-0.9111748 51.5372205, -0.9111928 51.5367637, -0.9111920999999999 51.5366304, -0.9111723 51.5365581)",,,,,,"[(-0.9111748, 51.5372205), (-0.9111928, 51.5367637), (-0.9111921, 51.5366304), (-0.9111723, 51.5365581)]"
29729706,292014430,0,42086316,,Gravel Hill,tertiary,30 mph,False,80.839,"LINESTRING (-0.9111748 51.5372205, -0.9120812 51.537321, -0.9122911 51.5374033)",,,,,,"[(-0.9111748, 51.5372205), (-0.9120812, 51.537321), (-0.9122911, 51.5374033)]"
29729930,29729948,0,4679782,,Deanfield Avenue,residential,,False,113.81,"LINESTRING (-0.9102644 51.5360458, -0.9102103 51.5360245, -0.9093661 51.5358316, -0.9091397 51.5357662, -0.9087904 51.5356076)",,,,,,"[(-0.9102644, 51.5360458), (-0.9102103, 51.5360245), (-0.9093661, 51.5358316), (-0.9091397, 51.5357662), (-0.9087904, 51.5356076)]"
29729930,292874534,0,4679782,,Deanfield Avenue,residential,,False,57.561,"LINESTRING (-0.9102644 51.5360458, -0.9105029 51.5361397, -0.9107596 51.5362641, -0.9109251 51.5363585)",,,,,,"[(-0.9102644, 51.5360458), (-0.9105029, 51.5361397), (-0.9107596, 51.5362641), (-0.9109251, 51.5363585)]"
29729930,6801704775,0,725311515,,,residential,,False,136.39600000000002,"LINESTRING (-0.9102644 51.5360458, -0.9104191 51.5359573, -0.9106749 51.5358489, -0.9109108 51.5357434, -0.9112824 51.5355722, -0.9114653 51.535495, -0.9116639 51.5354062, -0.911852 51.5353199)",,,,,,"[(-0.9102644, 51.5360458), (-0.9104191, 51.5359573), (-0.9106749, 51.5358489), (-0.9109108, 51.5357434), (-0.9112824, 51.5355722), (-0.9114653, 51.535495), (-0.9116639, 51.5354062), (-0.911852, 51.5353199)]"
29729948,60335854,0,8067289,,Deanfield Road,residential,,False,45.142,"LINESTRING (-0.9087904 51.5356076, -0.9092338 51.5353097)",,,,,,"[(-0.9087904, 51.5356076), (-0.9092338, 51.5353097)]"
29729948,2559174474,0,186922626,,Deanfield Avenue,residential,,False,59.092,"LINESTRING (-0.9087904 51.5356076, -0.9080943 51.5352995)",,,,,,"[(-0.9087904, 51.5356076), (-0.9080943, 51.5352995)]"
29729948,29729930,0,4679782,,Deanfield Avenue,residential,,False,113.81,"LINESTRING (-0.9087904 51.5356076, -0.9091397 51.5357662, -0.9093661 51.5358316, -0.9102103 51.5360245, -0.9102644 51.5360458)",,,,,,"[(-0.9087904, 51.5356076), (-0.9091397, 51.5357662), (-0.9093661, 51.5358316), (-0.9102103, 51.5360245), (-0.9102644, 51.5360458)]"
29729951,2559173706,0,398407199,,Deanfield Avenue,residential,,False,12.907,"LINESTRING (-0.9073324 51.5350296, -0.9071458 51.5350299)",,,,,,"[(-0.9073324, 51.5350296), (-0.9071458, 51.5350299)]"
29729951,2559174474,0,186922626,,Deanfield Avenue,residential,,False,60.852,"LINESTRING (-0.9073324 51.5350296, -0.9076149 51.5351054, -0.9080046000000001 51.5352598, -0.9080943 51.5352995)",,,,,,"[(-0.9073324, 51.5350296), (-0.9076149, 51.5351054), (-0.9080046, 51.5352598), (-0.9080943, 51.5352995)]"
29729951,287945331,0,"[522190780, 26286717]",,,"['footway', 'service']",,False,171.268,"LINESTRING (-0.9073324 51.5350296, -0.9091106 51.5343294, -0.9094246 51.5342058)",,,,,,"[(-0.9073324, 51.5350296), (-0.9091106, 51.5343294), (-0.9094246, 51.5342058)]"
60335854,287951048,0,8067289,,Deanfield Road,residential,,False,86.005,"LINESTRING (-0.9092338 51.5353097, -0.9103329 51.534948)",,,,,,"[(-0.9092338, 51.5353097), (-0.9103329, 51.534948)]"
60335854,29729948,0,8067289,,Deanfield Road,residential,,False,45.142,"LINESTRING (-0.9092338 51.5353097, -0.9087904 51.5356076)",,,,,,"[(-0.9092338, 51.5353097), (-0.9087904, 51.5356076)]"
60335854,287951051,0,26287360,,Deanfield Road,residential,,False,23.15,"LINESTRING (-0.9092338 51.5353097, -0.9091299 51.5351918, -0.9090941 51.5351215)",,,,,,"[(-0.9092338, 51.5353097), (-0.9091299, 51.5351918), (-0.9090941, 51.5351215)]"
60335859,287951041,0,26286717,,,footway,,False,122.915,"LINESTRING (-0.9129514 51.533464, -0.9112611 51.5338051)",,,,,,"[(-0.9129514, 51.533464), (-0.9112611, 51.5338051)]"
60335859,287739620,0,398407201,,Deanfield Road,residential,,False,69.0,"LINESTRING (-0.9129514 51.533464, -0.913894 51.5332609)",,,,,,"[(-0.9129514, 51.533464), (-0.913894, 51.5332609)]"
60335859,287951039,0,8067289,,Deanfield Road,residential,,False,124.129,"LINESTRING (-0.9129514 51.533464, -0.9121494999999999 51.5337723, -0.9115586 51.534154)",,,,,,"[(-0.9129514, 51.533464), (-0.9121495, 51.5337723), (-0.9115586, 51.534154)]"
60335859,287950987,0,26287345,,Leaver Road,residential,,False,73.931,"LINESTRING (-0.9129514 51.533464, -0.9135073 51.5339455, -0.9135023 51.5340175)",,,,,,"[(-0.9129514, 51.533464), (-0.9135073, 51.5339455), (-0.9135023, 51.5340175)]"
60335860,287739620,0,398407201,,Deanfield Road,residential,,False,72.958,"LINESTRING (-0.9148906999999999 51.5330462, -0.913894 51.5332609)",,,,,,"[(-0.9148907, 51.5330462), (-0.913894, 51.5332609)]"
60335860,4011679802,0,398407203,,Tilebarn Close,residential,,False,8.687,"LINESTRING (-0.9148906999999999 51.5330462, -0.9149413 51.5331177)",,,,,,"[(-0.9148907, 51.5330462), (-0.9149413, 51.5331177)]"
60335860,60335862,0,398407200,,Deanfield Road,residential,,False,96.39,"LINESTRING (-0.9148906999999999 51.5330462, -0.915515 51.532915, -0.916107 51.5326445)",,,,,,"[(-0.9148907, 51.5330462), (-0.915515, 51.532915), (-0.916107, 51.5326445)]"
60335862,287732417,0,186922617,,,residential,,True,27.289,"LINESTRING (-0.916107 51.5326445, -0.9160947 51.532517, -0.9161691 51.5324088)",,roundabout,,,,"[(-0.916107, 51.5326445), (-0.9160947, 51.532517), (-0.9161691, 51.5324088)]"
60335862,60335860,0,398407200,,Deanfield Road,residential,,False,96.39,"LINESTRING (-0.916107 51.5326445, -0.915515 51.532915, -0.9148906999999999 51.5330462)",,,,,,"[(-0.916107, 51.5326445), (-0.915515, 51.532915), (-0.9148907, 51.5330462)]"
60335864,287732418,0,8067290,,,residential,,True,13.277,"LINESTRING (-0.9164097 51.5324024, -0.9164088 51.5325218)",,roundabout,,,,"[(-0.9164097, 51.5324024), (-0.9164088, 51.5325218)]"
60335864,3633784646,0,26268972,,Valley Road,residential,30 mph,False,44.901,"LINESTRING (-0.9164097 51.5324024, -0.9168190000000001 51.5322142, -0.9169431 51.5321737)",,,,,,"[(-0.9164097, 51.5324024), (-0.916819, 51.5322142), (-0.9169431, 51.5321737)]"
254636090,287594621,0,64963666,A4155,Reading Road,primary,30 mph,False,25.722,"LINESTRING (-0.9007644 51.5314959, -0.9005523 51.5313059)",,,,,,"[(-0.9007644, 51.5314959), (-0.9005523, 51.5313059)]"
254636090,15870066,0,159968879,A4155,Reading Road,primary,30 mph,False,38.992,"LINESTRING (-0.9007644 51.5314959, -0.9010646 51.5317927)",,,,,,"[(-0.9007644, 51.5314959), (-0.9010646, 51.5317927)]"
254636090,287554725,0,186923805,,Harpsden Road,residential,,False,77.61099999999999,"LINESTRING (-0.9007644 51.5314959, -0.9008497 51.5314462, -0.9008626 51.5313966, -0.9007724 51.5311394, -0.900685 51.5308324)",,,,,,"[(-0.9007644, 51.5314959), (-0.9008497, 51.5314462), (-0.9008626, 51.5313966), (-0.9007724, 51.5311394), (-0.900685, 51.5308324)]"
255902668,415920056,0,35465083,,Wootton Road,residential,30 mph,False,98.159,"LINESTRING (-0.9167641 51.52832, -0.9168841 51.5291996)",,,,,,"[(-0.9167641, 51.52832), (-0.9168841, 51.5291996)]"
255902668,258375467,0,23843864,,,residential,30 mph,True,19.658,"LINESTRING (-0.9167641 51.52832, -0.9166892 51.5283119, -0.9166078 51.5282693, -0.9165948 51.5282065)",,roundabout,,,,"[(-0.9167641, 51.52832), (-0.9166892, 51.5283119), (-0.9166078, 51.5282693), (-0.9165948, 51.5282065)]"
255902868,7958502552,0,159968879,A4155,Reading Road,primary,30 mph,False,38.595,"LINESTRING (-0.9011583 51.5318741, -0.9014296000000001 51.5321774)",,,,,,"[(-0.9011583, 51.5318741), (-0.9014296, 51.5321774)]"
255902868,15870066,0,159968879,A4155,Reading Road,primary,30 mph,False,11.133,"LINESTRING (-0.9011583 51.5318741, -0.9010646 51.5317927)",,,,,,"[(-0.9011583, 51.5318741), (-0.9010646, 51.5317927)]"
255902868,287589794,0,186925287,,St Andrew's Road,residential,30 mph,False,33.611,"LINESTRING (-0.9011583 51.5318741, -0.9015617 51.5317056)",,,,,,"[(-0.9011583, 51.5318741), (-0.9015617, 51.5317056)]"
255903008,287554719,0,23624216,,St. Mark's Road,residential,30 mph,False,195.2,"LINESTRING (-0.9020121 51.5328558, -0.9043435 51.5318667)",,,,,,"[(-0.9020121, 51.5328558), (-0.9043435, 51.5318667)]"
255903008,287589829,0,159968879,A4155,Reading Road,primary,30 mph,False,19.058,"LINESTRING (-0.9020121 51.5328558, -0.9021011 51.533018)",,,,,,"[(-0.9020121, 51.5328558), (-0.9021011, 51.533018)]"
255903008,287589813,0,159968879,A4155,Reading Road,primary,30 mph,False,41.972,"LINESTRING (-0.9020121 51.5328558, -0.9017325 51.5325208)",,,,,,"[(-0.9020121, 51.5328558), (-0.9017325, 51.5325208)]"
255914953,411318122,0,35070282,,Green Lane,residential,30 mph,False,89.061,"LINESTRING (-0.9111127999999999 51.5291517, -0.9118487 51.5298089)",,,,,,"[(-0.9111128, 51.5291517), (-0.9118487, 51.5298089)]"
255914953,287554719,0,23624216,,St. Mark's Road,residential,30 mph,False,557.144,"LINESTRING (-0.9111127999999999 51.5291517, -0.9049187 51.5316372, -0.9043435 51.5318667)",,,,,,"[(-0.9111128, 51.5291517), (-0.9049187, 51.5316372), (-0.9043435, 51.5318667)]"
255914953,411318120,0,35070282,,Green Lane,residential,30 mph,False,24.688000000000002,"LINESTRING (-0.9111127999999999 51.5291517, -0.9110234 51.5290833, -0.9108723 51.528988)",,,,,,"[(-0.9111128, 51.5291517), (-0.9110234, 51.5290833), (-0.9108723, 51.528988)]"
256334240,3307802343,0,23512972,,Greys Road,tertiary,,False,24.414,"LINESTRING (-0.931867 51.5293318, -0.9315479 51.529238)",,,,,,"[(-0.931867, 51.5293318), (-0.9315479, 51.529238)]"
256334240,3960094258,0,35997244,,Highlands Lane,residential,,False,245.98200000000003,"LINESTRING (-0.931867 51.5293318, -0.9320497 51.5288265, -0.932106 51.5286708, -0.9321244 51.5286199, -0.9321569 51.5285466, -0.9323236 51.5278662, -0.9323631 51.5277083, -0.9323741 51.5276656, -0.9324324000000001 51.5274384, -0.9325046 51.5271569)",,,,,,"[(-0.931867, 51.5293318), (-0.9320497, 51.5288265), (-0.932106, 51.5286708), (-0.9321244, 51.5286199), (-0.9321569, 51.5285466), (-0.9323236, 51.5278662), (-0.9323631, 51.5277083), (-0.9323741, 51.5276656), (-0.9324324, 51.5274384), (-0.9325046, 51.5271569)]"
257333878,257336972,0,26287725,,,footway,,False,7.873,"LINESTRING (-0.905104 51.5336336, -0.9050627999999999 51.5335676)",,,,,,"[(-0.905104, 51.5336336), (-0.9050628, 51.5335676)]"
257333878,3980095518,0,23751095,,Norman Avenue,residential,,False,184.124,"LINESTRING (-0.905104 51.5336336, -0.9039385 51.5340093, -0.9032637 51.5341957, -0.9030952 51.5342383, -0.9026916 51.5343288)",,,,,,"[(-0.905104, 51.5336336), (-0.9039385, 51.5340093), (-0.9032637, 51.5341957), (-0.9030952, 51.5342383), (-0.9026916, 51.5343288)]"
257333878,3430519375,0,"[23751097, 249291729]",,Church Street,"['residential', 'footway']",30 mph,False,59.567,"LINESTRING (-0.905104 51.5336336, -0.9053692 51.5339086, -0.9055871 51.5340755)",,,,,,"[(-0.905104, 51.5336336), (-0.9053692, 51.5339086), (-0.9055871, 51.5340755)]"
257333989,21896637,0,23751114,,Church Street,residential,,False,95.277,"LINESTRING (-0.9059247 51.5343422, -0.9067451 51.5350305)",,,,,,"[(-0.9059247, 51.5343422), (-0.9067451, 51.5350305)]"
257333989,3809523880,0,23751138,,Greys Hill,residential,,False,65.542,"LINESTRING (-0.9059247 51.5343422, -0.9067537 51.5340567)",,,,,,"[(-0.9059247, 51.5343422), (-0.9067537, 51.5340567)]"
257333989,3809523889,0,249291729,,Church Street,residential,30 mph,False,1.53,"LINESTRING (-0.9059247 51.5343422, -0.905911 51.5343314)",,,,,,"[(-0.9059247, 51.5343422), (-0.905911, 51.5343314)]"
257335318,1631639153,0,23751138,,Greys Hill,residential,,False,43.757000000000005,"LINESTRING (-0.9077561 51.5336477, -0.9079891 51.5335304, -0.9082606 51.5334106)",,,,,,"[(-0.9077561, 51.5336477), (-0.9079891, 51.5335304), (-0.9082606, 51.5334106)]"
257335318,3809523880,0,23751138,,Greys Hill,residential,,False,82.948,"LINESTRING (-0.9077561 51.5336477, -0.9068661 51.534018, -0.9067537 51.5340567)",,,,,,"[(-0.9077561, 51.5336477), (-0.9068661, 51.534018), (-0.9067537, 51.5340567)]"
257335318,364448732,0,32395678,,Normanstead,residential,,False,268.544,"LINESTRING (-0.9077561 51.5336477, -0.9071311 51.533164, -0.9070637 51.5330885, -0.9070024 51.5330199, -0.9070624 51.532817, -0.9073028 51.5326301, -0.9078349 51.5323898, -0.9082898 51.5322564, -0.9080066 51.5318292)",,,,private,,"[(-0.9077561, 51.5336477), (-0.9071311, 51.533164), (-0.9070637, 51.5330885), (-0.9070024, 51.5330199), (-0.9070624, 51.532817), (-0.9073028, 51.5326301), (-0.9078349, 51.5323898), (-0.9082898, 51.5322564), (-0.9080066, 51.5318292)]"
257335318,3809523879,0,377575221,,,path,,False,86.078,"LINESTRING (-0.9077561 51.5336477, -0.907644 51.5336266, -0.9076037 51.5336249, -0.9075715 51.5336299, -0.9075072 51.5336466, -0.9073542999999999 51.5337067, -0.9070646 51.5338318, -0.9068366 51.5339319, -0.9066931 51.5339903)",,,,,,"[(-0.9077561, 51.5336477), (-0.907644, 51.5336266), (-0.9076037, 51.5336249), (-0.9075715, 51.5336299), (-0.9075072, 51.5336466), (-0.9073543, 51.5337067), (-0.9070646, 51.5338318), (-0.9068366, 51.5339319), (-0.9066931, 51.5339903)]"
257335322,21896469,0,186925292,,Greys Road,tertiary,30 mph,False,44.592,"LINESTRING (-0.9099022 51.5323628, -0.9101489 51.5319923)",,,,,,"[(-0.9099022, 51.5323628), (-0.9101489, 51.5319923)]"
257335322,8474702051,0,23751138,,Greys Hill,residential,,False,42.341,"LINESTRING (-0.9099022 51.5323628, -0.9095421 51.5321308, -0.9094818 51.5321193, -0.9094549 51.5321284)",,,,,,"[(-0.9099022, 51.5323628), (-0.9095421, 51.5321308), (-0.9094818, 51.5321193), (-0.9094549, 51.5321284)]"
257335322,287830343,0,186925292,,Greys Road,tertiary,30 mph,False,17.257,"LINESTRING (-0.9099022 51.5323628, -0.9098499 51.5324379, -0.9098012 51.5325047)",,,,,,"[(-0.9099022, 51.5323628), (-0.9098499, 51.5324379), (-0.9098012, 51.5325047)]"
257336166,257336973,0,159968880,A4155,Reading Road,primary,30 mph,False,3.185,"LINESTRING (-0.902644 51.5342291, -0.9026574000000001 51.5342565)",,,,,,"[(-0.902644, 51.5342291), (-0.9026574, 51.5342565)]"
257336166,287554724,0,159968879,A4155,Reading Road,primary,30 mph,False,55.01,"LINESTRING (-0.902644 51.5342291, -0.9025964 51.5341093, -0.9025822999999999 51.5340737, -0.9025675 51.5340363, -0.9024534 51.5337488)",,,,,,"[(-0.902644, 51.5342291), (-0.9025964, 51.5341093), (-0.9025823, 51.5340737), (-0.9025675, 51.5340363), (-0.9024534, 51.5337488)]"
257336166,7861630733,0,842716453,,Station Road,secondary,30 mph,True,61.67400000000001,"LINESTRING (-0.902644 51.5342291, -0.9024441 51.534306, -0.9018126 51.5344179)",,,,,,"[(-0.902644, 51.5342291), (-0.9024441, 51.534306), (-0.9018126, 51.5344179)]"
257336972,257333878,0,26287725,,,footway,,False,7.873,"LINESTRING (-0.9050627999999999 51.5335676, -0.905104 51.5336336)",,,,,,"[(-0.9050628, 51.5335676), (-0.905104, 51.5336336)]"
257336972,257336973,0,23751169,,,footway,,False,183.478,"LINESTRING (-0.9050627999999999 51.5335676, -0.9038898 51.5339455, -0.9032224 51.5341355, -0.9030573 51.5341741, -0.9026574000000001 51.5342565)",,,,,,"[(-0.9050628, 51.5335676), (-0.9038898, 51.5339455), (-0.9032224, 51.5341355), (-0.9030573, 51.5341741), (-0.9026574, 51.5342565)]"
257336972,287554723,0,26287725,,,footway,,False,76.71799999999999,"LINESTRING (-0.9050627999999999 51.5335676, -0.905058 51.533559, -0.9049273 51.5333247, -0.9048176 51.533044, -0.9047849 51.5329604, -0.904701 51.5329353)",,,,,,"[(-0.9050628, 51.5335676), (-0.905058, 51.533559), (-0.9049273, 51.5333247), (-0.9048176, 51.533044), (-0.9047849, 51.5329604), (-0.904701, 51.5329353)]"
257336973,3980095518,0,159968880,A4155,Reading Road,primary,30 mph,False,8.38,"LINESTRING (-0.9026574000000001 51.5342565, -0.9026916 51.5343288)",,,,,,"[(-0.9026574, 51.5342565), (-0.9026916, 51.5343288)]"
257336973,257336166,0,159968880,A4155,Reading Road,primary,30 mph,False,3.185,"LINESTRING (-0.9026574000000001 51.5342565, -0.902644 51.5342291)",,,,,,"[(-0.9026574, 51.5342565), (-0.902644, 51.5342291)]"
257336973,257336972,0,23751169,,,footway,,False,183.478,"LINESTRING (-0.9026574000000001 51.5342565, -0.9030573 51.5341741, -0.9032224 51.5341355, -0.9038898 51.5339455, -0.9050627999999999 51.5335676)",,,,,,"[(-0.9026574, 51.5342565), (-0.9030573, 51.5341741), (-0.9032224, 51.5341355), (-0.9038898, 51.5339455), (-0.9050628, 51.5335676)]"
257337247,287692368,0,26271561,,Albert Road,residential,,False,161.769,"LINESTRING (-0.9052829 51.535832, -0.9042673 51.5345215)",,,,,,"[(-0.9052829, 51.535832), (-0.9042673, 51.5345215)]"
257337247,420501396,0,186925289,,Greys Road,tertiary,30 mph,False,7.77,"LINESTRING (-0.9052829 51.535832, -0.9051909 51.5358721)",,,,,,"[(-0.9052829, 51.535832), (-0.9051909, 51.5358721)]"
257337247,3231977598,0,186925289,,Greys Road,tertiary,30 mph,False,39.135,"LINESTRING (-0.9052829 51.535832, -0.9056311 51.5356556, -0.9057145 51.5356048)",,,,,,"[(-0.9052829, 51.535832), (-0.9056311, 51.5356556), (-0.9057145, 51.5356048)]"
257338001,292904313,0,4586358,,Kings Road,residential,,False,11.501,"LINESTRING (-0.9068366 51.5381839, -0.9068562999999999 51.5382866)",,,,,,"[(-0.9068366, 51.5381839), (-0.9068563, 51.5382866)]"
257338001,12177284,0,4586358,,Kings Road,residential,,False,78.934,"LINESTRING (-0.9068366 51.5381839, -0.9066815 51.5376552, -0.9066618 51.5374832)",,,,,,"[(-0.9068366, 51.5381839), (-0.9066815, 51.5376552), (-0.9066618, 51.5374832)]"
257338001,257338064,0,23751192,,,service,,False,30.595000000000002,"LINESTRING (-0.9068366 51.5381839, -0.9065881 51.5382126, -0.9064049 51.538243)",,,,,,"[(-0.9068366, 51.5381839), (-0.9065881, 51.5382126), (-0.9064049, 51.538243)]"
257338064,390829207,0,23751192,,,service,,False,7.554,"LINESTRING (-0.9064049 51.538243, -0.9063221 51.5382873)",,,,,,"[(-0.9064049, 51.538243), (-0.9063221, 51.5382873)]"
